id,category,category_slug,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,points,time_limit,explanation,tags
ent-0030,Entrepreneuriat,entrepreneuriat,moyen,Quelle contrainte logistique un e-commercant camerounais doit-il anticiper ?,L'interdiction de livrer,L'adressage imprecis et le cout de la livraison du dernier kilometre,L'absence totale de clients,Le manque de motos dans le pays,B,200,25,Le dernier kilometre est un enjeu majeur en Afrique urbaine.,"entrepreneuriat,cameroun"
ent-0031,Entrepreneuriat,entrepreneuriat,facile,Comment appelle-t-on ceci : Une personne qui achete reellement le produit ou le service ?,une licence,le retour sur investissement,le pitch,un client,D,100,20,Il s'agit d'un client.,"entrepreneuriat,glossaire"
ent-0032,Entrepreneuriat,entrepreneuriat,facile,"En entrepreneuriat, que designe le leadership ?",L'accompagnement du client apres l'achat,Le contrat de location d'un local,La capacite a inspirer et a entrainer une equipe vers un objectif,Le cout total supporte pour produire et vendre une unite,C,100,20,Le leadership : la capacite a inspirer et a entrainer une equipe vers un objectif.,"entrepreneuriat,glossaire"
ent-0033,Entrepreneuriat,entrepreneuriat,facile,"En entrepreneuriat, que designe un compte bancaire professionnel ?",La construction volontaire d'un reseau de contacts professionnels,L'autorisation d'utiliser un droit appartenant a un tiers,Un compte dedie a l'activite de l'entreprise,Un document qui annule ou reduit une facture deja emise,C,100,20,Un compte bancaire professionnel : un compte dedie a l'activite de l'entreprise.,"entrepreneuriat,glossaire"
ent-0034,Entrepreneuriat,entrepreneuriat,moyen,Comment appelle-t-on ceci : La conservation de documents prouvant les operations realisees ?,un incubateur,un expert-comptable,la trace ecrite,un statut juridique,C,200,25,Il s'agit de la trace ecrite.,"entrepreneuriat,glossaire"
ent-0035,Entrepreneuriat,entrepreneuriat,moyen,Vous recevez une commande superieure a votre capacite de production. Que faites-vous ?,Accepter et livrer n'importe quoi,Refuser sans explication,Promettre puis disparaitre,Negocier des delais realistes ou sous-traiter une partie,D,200,25,Mieux vaut un delai negocie qu'une promesse non tenue.,"entrepreneuriat,mise-en-situation"
ent-0036,Entrepreneuriat,entrepreneuriat,challenge,Comment appelle-t-on ceci : La procedure de vente des actifs pour rembourser les creanciers ?,un actif,la motivation,la liquidation,une SARL,C,300,30,Il s'agit de la liquidation.,"entrepreneuriat,glossaire"
ent-0037,Entrepreneuriat,entrepreneuriat,challenge,Que sont les cinq forces de Porter ?,Cinq techniques de vente,Cinq regles comptables,Un cadre d'analyse de l'intensite concurrentielle d'un secteur,Cinq types de contrats,C,300,30,"Porter analyse concurrents, entrants, substituts, clients et fournisseurs.","entrepreneuriat,methodes"
ent-0038,Entrepreneuriat,entrepreneuriat,facile,Vous disposez de 100 000 FCFA pour lancer une petite activite. Que faites-vous en premier ?,Louer un grand bureau,Acheter le maximum de marchandises,Imprimer 10 000 flyers,Etudier les besoins des clients de votre quartier,D,100,20,Comprendre la demande evite d'immobiliser son argent inutilement.,"entrepreneuriat,mise-en-situation"
ent-0039,Entrepreneuriat,entrepreneuriat,moyen,Comment appelle-t-on ceci : Les activites economiques exercees hors du cadre officiel enregistre ?,la valeur ajoutee,le positionnement,l'economie informelle,une relance,C,200,25,Il s'agit de l'economie informelle.,"entrepreneuriat,glossaire"
ent-0040,Entrepreneuriat,entrepreneuriat,challenge,Quelle entreprise Olugbenga Agboola a-t-il ou a-t-elle fondee ou dirigee ?,Starbucks,Spotify,Flutterwave,Chanel,C,300,30,"Olugbenga Agboola : Flutterwave - secteur les paiements en ligne, le Nigeria.","entrepreneuriat,figures"
ent-0041,Entrepreneuriat,entrepreneuriat,facile,Vous devez presenter vos comptes a un partenaire. Vos donnees sont eparpillees. Quelle bonne pratique ?,Reconstituer les chiffres de memoire,Inventer des chiffres,Tenir une comptabilite reguliere et centralisee des le depart,Refuser de communiquer,C,100,20,La regularite comptable evite les reconstitutions hasardeuses.,"entrepreneuriat,mise-en-situation"
ent-0042,Entrepreneuriat,entrepreneuriat,facile,"En entrepreneuriat, que designe la microfinance ?",Des services financiers de proximite destines aux petites activites,Une personne qui achete reellement le produit ou le service,La comparaison de ses pratiques avec celles des meilleurs du secteur,Un fournisseur dont depend fortement la continuite de l'activite,A,100,20,La microfinance : des services financiers de proximite destines aux petites activites.,"entrepreneuriat,glossaire"
ent-0043,Entrepreneuriat,entrepreneuriat,moyen,Comment qualifie-t-on cette charge : l'assurance annuelle de l'entreprise ?,Une charge variable,Un produit d'exploitation,Une charge fixe,Un actif immobilise,C,200,25,L'assurance annuelle de l'entreprise est une charge fixe.,"entrepreneuriat,couts"
ent-0044,Entrepreneuriat,entrepreneuriat,challenge,Comment appelle-t-on ceci : Une entreprise qui exploite la marque et le savoir-faire d'un franchiseur ?,le recrutement,la motivation,un franchise,le retour sur investissement,C,300,30,Il s'agit d'un franchise.,"entrepreneuriat,glossaire"
ent-0045,Entrepreneuriat,entrepreneuriat,moyen,Dans quel secteur d'activite Starbucks s'est-elle developpee ?,Les telecommunications,Les tablettes et smartphones,La restauration et le cafe,La mode et le luxe,C,200,25,Starbucks intervient dans : la restauration et le cafe.,"entrepreneuriat,figures"
ent-0046,Entrepreneuriat,entrepreneuriat,moyen,Comment appelle-t-on ceci : Le developpement de l'activite au-dela des frontieres nationales ?,un expert-comptable,le recrutement,un acompte,l'internationalisation,D,200,25,Il s'agit de l'internationalisation.,"entrepreneuriat,glossaire"
ent-0047,Entrepreneuriat,entrepreneuriat,moyen,"En entrepreneuriat, que designe le networking ?",Le changement de direction strategique apres avoir teste le marche,"L'ensemble des actions qui font connaitre, aimer et acheter une offre",La construction volontaire d'un reseau de contacts professionnels,La vente de l'entreprise a un repreneur,C,200,25,Le networking : la construction volontaire d'un reseau de contacts professionnels.,"entrepreneuriat,glossaire"
ent-0048,Entrepreneuriat,entrepreneuriat,facile,"Comment appelle-t-on ceci : La demarche qui consiste a analyser les clients, la concurrence et l'environnement ?",une due diligence,une fiche de poste,une etude de marche,la comptabilite,C,100,20,Il s'agit d'une etude de marche.,"entrepreneuriat,glossaire"
ent-0049,Entrepreneuriat,entrepreneuriat,challenge,"En entrepreneuriat, que designe la gouvernance ?",Un espace ou les echanges entre pays membres sont facilites,La capacite a rebondir apres une difficulte,L'ensemble des regles qui organisent la prise de decision dans l'entreprise,La part d'argent que l'entrepreneur met lui-meme dans son projet,C,300,30,La gouvernance : l'ensemble des regles qui organisent la prise de decision dans l'entreprise.,"entrepreneuriat,glossaire"
ent-0050,Entrepreneuriat,entrepreneuriat,facile,Comment appelle-t-on ceci : Le cout du credit exprime en pourcentage du montant emprunte ?,un taux d'interet,un plan B,un incoterm,un expert-comptable,A,100,20,Il s'agit d'un taux d'interet.,"entrepreneuriat,glossaire"
ent-0051,Entrepreneuriat,entrepreneuriat,challenge,Quel est l'interet de documenter ses procedures ?,Compliquer le travail,Augmenter les charges fixes,Ralentir la production,Permettre a l'activite de fonctionner sans dependre d'une seule personne,D,300,30,La documentation rend l'entreprise transmissible.,"entrepreneuriat,gestion"
ent-0052,Entrepreneuriat,entrepreneuriat,moyen,Que preconise l'approche Lean Startup ?,Tout planifier pendant trois ans avant de lancer,"Construire, mesurer, apprendre et iterer rapidement",Copier integralement un concurrent,Ne jamais interroger les clients,B,200,25,Le cycle build-measure-learn est au coeur du Lean Startup.,"entrepreneuriat,methodes"
ent-0053,Entrepreneuriat,entrepreneuriat,moyen,Pourquoi lancer un MVP plutot qu'un produit complet ?,Pour eviter de vendre,Pour retarder le projet,Pour tromper les clients,Pour apprendre vite en depensant peu,D,200,25,Le MVP reduit le risque d'investir dans une offre non desiree.,"entrepreneuriat,methodes"
ent-0054,Entrepreneuriat,entrepreneuriat,moyen,Comment appelle-t-on ceci : Une maquette fonctionnelle realisee avant la production en serie ?,la cession d'entreprise,la satisfaction client,un prototype,le marketing mix,C,200,25,Il s'agit d'un prototype.,"entrepreneuriat,glossaire"
ent-0055,Entrepreneuriat,entrepreneuriat,moyen,Quel organisme immatricule les societes commerciales dans l'espace OHADA ?,Le RCCM,Le cadastre,La chambre d'agriculture,L'etat civil,A,200,25,Le Registre du Commerce et du Credit Mobilier.,"entrepreneuriat,juridique"
ent-0056,Entrepreneuriat,entrepreneuriat,facile,De quel pays Jeff Bezos est-il ou est-elle originaire ?,le Nigeria,la France,les Etats-Unis,l'Ethiopie,C,100,20,Jeff Bezos est originaire de ce pays : les Etats-Unis.,"entrepreneuriat,figures"
ent-0057,Entrepreneuriat,entrepreneuriat,moyen,Comment qualifie-t-on cette charge : l'abonnement internet du bureau ?,Un produit d'exploitation,Un actif immobilise,Une charge fixe,Une charge variable,C,200,25,L'abonnement internet du bureau est une charge fixe.,"entrepreneuriat,couts"
ent-0058,Entrepreneuriat,entrepreneuriat,facile,Une entreprise realise 450 000 FCFA de chiffre d'affaires et supporte 300 000 FCFA de charges. Quel est son benefice ?,150 000 FCFA,300 000 FCFA,450 000 FCFA,75 000 FCFA,A,100,20,Benefice = CA - charges = 450 000 FCFA - 300 000 FCFA = 150 000 FCFA.,"entrepreneuriat,calcul,resultat"
ent-0059,Entrepreneuriat,entrepreneuriat,moyen,"En entrepreneuriat, que designe la TVA ?",Une somme avancee par une banque et remboursee avec interets,Ce que l'entreprise possede,Une taxe sur la consommation collectee par l'entreprise pour l'Etat,Le document qui accompagne la marchandise remise au client,C,200,25,La TVA : une taxe sur la consommation collectee par l'entreprise pour l'etat.,"entrepreneuriat,glossaire"
ent-0060,Entrepreneuriat,entrepreneuriat,moyen,De quel pays Phil Knight est-il ou est-elle originaire ?,la Chine,la France,les Etats-Unis,l'Ethiopie,C,200,25,Phil Knight est originaire de ce pays : les Etats-Unis.,"entrepreneuriat,figures"
ent-0061,Entrepreneuriat,entrepreneuriat,challenge,"En entrepreneuriat, que designe un fonds de commerce ?",La presentation courte et convaincante d'un projet,La surveillance organisee de ce que font les concurrents,"L'ensemble des actions qui font connaitre, aimer et acheter une offre",L'ensemble des elements qui permettent d'exploiter une clientele,D,300,30,Un fonds de commerce : l'ensemble des elements qui permettent d'exploiter une clientele.,"entrepreneuriat,glossaire"
ent-0062,Entrepreneuriat,entrepreneuriat,facile,Quelle competence est particulierement utile a un entrepreneur camerounais bilingue ?,Pouvoir eviter les clients,Pouvoir se passer de comptabilite,Pouvoir ignorer la reglementation,Pouvoir servir a la fois les marches francophone et anglophone,D,100,20,Le bilinguisme elargit le marche accessible.,"entrepreneuriat,cameroun"
ent-0063,Entrepreneuriat,entrepreneuriat,challenge,De quel pays Fred Swaniker est-il ou est-elle originaire ?,la Tunisie,le Ghana,le Zimbabwe,le Congo,B,300,30,Fred Swaniker est originaire de ce pays : le Ghana.,"entrepreneuriat,figures"
ent-0064,Entrepreneuriat,entrepreneuriat,moyen,Que signifie le sigle B2B dans le monde de l'entreprise ?,Societe Anonyme,Besoin en Fonds de Roulement,Tres Petite Entreprise,Vente d'entreprise a entreprise,D,200,25,B2B : Vente d'entreprise a entreprise.,"entrepreneuriat,sigles"
ent-0065,Entrepreneuriat,entrepreneuriat,moyen,"Comment appelle-t-on ceci : Une societe anonyme, adaptee aux projets de grande taille ?",la veille concurrentielle,une SA,un brevet,une entreprise individuelle,B,200,25,Il s'agit d'une SA.,"entrepreneuriat,glossaire"
ent-0066,Entrepreneuriat,entrepreneuriat,challenge,Quel programme camerounais appuie specifiquement les acteurs du secteur informel ?,Le PNUD,L'UNICEF,Le PAM,Le PIAASI,D,300,30,Le Programme Integre d'Appui aux Acteurs du Secteur Informel.,"entrepreneuriat,cameroun"
ent-0067,Entrepreneuriat,entrepreneuriat,moyen,"En entrepreneuriat, que designe une acquisition ?",Une reduction accordee sur le prix de vente,Le registre ou sont immatriculees les entreprises commerciales,Le rachat d'une entreprise par une autre,Une petite ou moyenne entreprise,C,200,25,Une acquisition : le rachat d'une entreprise par une autre.,"entrepreneuriat,glossaire"
ent-0068,Entrepreneuriat,entrepreneuriat,challenge,"En entrepreneuriat, que designe l'ecremage ?",Une offre temporaire destinee a stimuler les ventes,Un developpement qui repond aux besoins presents sans compromettre l'avenir,Une strategie de prix eleve visant une clientele restreinte,Une personne dont l'audience peut recommander une offre,C,300,30,L'ecremage : une strategie de prix eleve visant une clientele restreinte.,"entrepreneuriat,glossaire"
ent-0069,Entrepreneuriat,entrepreneuriat,moyen,"En entrepreneuriat, que designe l'elevator pitch ?",Le total des ventes realisees sur une periode donnee,Une presentation du projet en moins d'une minute,L'ensemble des elements qui permettent d'exploiter une clientele,"Un objectif specifique, mesurable, atteignable, realiste et temporel",B,200,25,L'elevator pitch : une presentation du projet en moins d'une minute.,"entrepreneuriat,glossaire"
ent-0070,Entrepreneuriat,entrepreneuriat,moyen,"En entrepreneuriat, que designe une entreprise individuelle ?",Une depense engagee pour faire fonctionner l'activite,"Une activite exercee en nom propre, sans creer de societe distincte",La forme legale choisie pour exercer une activite,Un outil de suivi qui reunit les indicateurs essentiels,B,200,25,"Une entreprise individuelle : une activite exercee en nom propre, sans creer de societe distincte.","entrepreneuriat,glossaire"
ent-0071,Entrepreneuriat,entrepreneuriat,facile,Comment appelle-t-on ceci : Une depense engagee pour faire fonctionner l'activite ?,l'export,la RSE,une charge,la scalabilite,C,100,20,Il s'agit d'une charge.,"entrepreneuriat,glossaire"
ent-0072,Entrepreneuriat,entrepreneuriat,facile,Comment appelle-t-on ceci : L'ensemble des relations utiles au developpement de l'activite ?,la delegation,la penetration,un reseau professionnel,l'economie informelle,C,100,20,Il s'agit d'un reseau professionnel.,"entrepreneuriat,glossaire"
ent-0073,Entrepreneuriat,entrepreneuriat,facile,"En entrepreneuriat, que designe le marketing ?",Une observation de vrais utilisateurs face au produit,Un titre qui protege une invention technique,"L'ensemble des actions qui font connaitre, aimer et acheter une offre",La recommandation spontanee d'un client a son entourage,C,100,20,"Le marketing : l'ensemble des actions qui font connaitre, aimer et acheter une offre.","entrepreneuriat,glossaire"
ent-0074,Entrepreneuriat,entrepreneuriat,moyen,Pourquoi dit-on qu'il coute plus cher de gagner un nouveau client que d'en garder un ?,Parce que la loi l'impose,Parce que les nouveaux clients paient moins,Parce que les anciens clients ne consomment plus,Parce que la prospection demande plus d'efforts et de depenses que la fidelisation,D,200,25,La fidelisation optimise le cout d'acquisition.,"entrepreneuriat,marketing"
ent-0075,Entrepreneuriat,entrepreneuriat,moyen,Comment appelle-t-on ceci : Le rachat d'une entreprise par une autre ?,une acquisition,la delegation,le panier moyen,la trace ecrite,A,200,25,Il s'agit d'une acquisition.,"entrepreneuriat,glossaire"
ent-0076,Entrepreneuriat,entrepreneuriat,facile,Comment appelle-t-on ceci : Une entreprise qui propose une offre similaire aux memes clients ?,un concurrent,un devis,un partenariat,un GIE,A,100,20,Il s'agit d'un concurrent.,"entrepreneuriat,glossaire"
ent-0077,Entrepreneuriat,entrepreneuriat,moyen,De quel pays Tony Elumelu est-il ou est-elle originaire ?,le Royaume-Uni,le Nigeria,les Etats-Unis,le Zimbabwe,B,200,25,Tony Elumelu est originaire de ce pays : le Nigeria.,"entrepreneuriat,figures"
ent-0078,Entrepreneuriat,entrepreneuriat,facile,Quel service financier permet a un commercant camerounais d'encaisser sans compte bancaire classique ?,Le cheque certifie uniquement,Le mobile money,Le virement SWIFT uniquement,La lettre de credit documentaire,B,100,20,MTN MoMo et Orange Money sont largement utilises.,"entrepreneuriat,cameroun"
ent-0079,Entrepreneuriat,entrepreneuriat,facile,Une entreprise realise 5 600 000 FCFA de chiffre d'affaires et supporte 4 700 000 FCFA de charges. Quel est son benefice ?,4 700 000 FCFA,5 600 000 FCFA,900 000 FCFA,10 300 000 FCFA,C,100,20,Benefice = CA - charges = 5 600 000 FCFA - 4 700 000 FCFA = 900 000 FCFA.,"entrepreneuriat,calcul,resultat"
ent-0080,Entrepreneuriat,entrepreneuriat,moyen,Comment appelle-t-on ceci : Un bien ou un engagement qui securise le preteur en cas de non-remboursement ?,une garantie,une SA,une PME,une etude de marche,A,200,25,Il s'agit d'une garantie.,"entrepreneuriat,glossaire"
ent-0081,Entrepreneuriat,entrepreneuriat,moyen,Comment qualifie-t-on cette charge : l'electricite d'un atelier proportionnelle a la production ?,Une charge variable,Une charge fixe,Un produit d'exploitation,Un actif immobilise,A,200,25,L'electricite d'un atelier proportionnelle a la production est une charge variable.,"entrepreneuriat,couts"
ent-0082,Entrepreneuriat,entrepreneuriat,facile,Quel est l'interet de s'entourer d'un mentor ?,Obtenir un financement automatique,Eviter de travailler,Deleguer toutes ses decisions,Beneficier d'une experience et d'un regard exterieur,D,100,20,Le mentor accelere l'apprentissage.,"entrepreneuriat,posture"
ent-0083,Entrepreneuriat,entrepreneuriat,facile,Pourquoi definir des objectifs ecrits ?,Pour eviter de decider,Pour mesurer les progres et rester responsable de ses engagements,Pour remplir des dossiers,Pour impressionner la famille,B,100,20,Ce qui se mesure se pilote.,"entrepreneuriat,posture"
ent-0084,Entrepreneuriat,entrepreneuriat,challenge,Le chiffre d'affaires est passe de 2 000 000 FCFA a 2 600 000 FCFA en un an. Quel est le taux de croissance ?,70 %,30 %,15 %,60 %,B,300,30,Croissance = (nouveau - ancien) / ancien x 100 = 30 %.,"entrepreneuriat,calcul,indicateurs"
ent-0085,Entrepreneuriat,entrepreneuriat,moyen,Quelle entreprise Reed Hastings a-t-il ou a-t-elle fondee ou dirigee ?,Paystack,AppsTech,Microsoft,Netflix,D,200,25,"Reed Hastings : Netflix - secteur le streaming video, les Etats-Unis.","entrepreneuriat,figures"
ent-0086,Entrepreneuriat,entrepreneuriat,moyen,Quel risque un entrepreneur prend-il en ne declarant pas son activite ?,Rester bloque dans l'informel et s'exposer a des sanctions,Acceder aux marches publics,Beneficier de credits bonifies,Obtenir une subvention automatique,A,200,25,L'informalite limite la croissance et expose a des risques.,"entrepreneuriat,cameroun"
ent-0087,Entrepreneuriat,entrepreneuriat,challenge,Une entreprise vend pour 250 000 FCFA sur un marche total estime a 1 250 000 FCFA. Quelle est sa part de marche ?,10 %,20 %,40 %,80 %,B,300,30,Part de marche = ventes / marche total x 100 = 20 %.,"entrepreneuriat,calcul,marche"
ent-0088,Entrepreneuriat,entrepreneuriat,moyen,"En entrepreneuriat, que designe le seuil de rentabilite ?",Le niveau de ventes a partir duquel l'entreprise ne perd plus d'argent,L'organisation des priorites pour utiliser efficacement ses journees,Une personne qui cree et dirige une activite economique en prenant des risques,Le comptage physique des marchandises detenues,A,200,25,Le seuil de rentabilite : le niveau de ventes a partir duquel l'entreprise ne perd plus d'argent.,"entrepreneuriat,glossaire"
ent-0089,Entrepreneuriat,entrepreneuriat,facile,De quel pays Bill Gates est-il ou est-elle originaire ?,le Soudan,l'Ethiopie,la Suede,les Etats-Unis,D,100,20,Bill Gates est originaire de ce pays : les Etats-Unis.,"entrepreneuriat,figures"
