id,category,category_slug,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,points,time_limit,explanation,tags
inn-0014,Innovation & IA,innovation-ia,moyen,Quel est le principal benefice de cette demarche : savoir quels produits se vendent le mieux chaque semaine ?,Produire rapidement un brouillon a corriger ensuite,Donner acces a l'information sans vendeur disponible,Decider a partir de chiffres reels,Retrouver ses donnees en cas d'incident,C,200,25,Le gain principal : decider a partir de chiffres reels.,"innovation,usages"
inn-0015,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe la geolocalisation ?",Un robot qui repond aux questions frequentes des clients,Un site qui met en relation de nombreux vendeurs et acheteurs,La determination de la position geographique d'un appareil,Un groupe de personnes reunies autour d'un interet commun sur internet,C,100,20,La geolocalisation : la determination de la position geographique d'un appareil.,"innovation,glossaire"
inn-0016,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : Un groupe de personnes reunies autour d'un interet commun sur internet ?,une mise a jour,la compression de fichier,une communaute en ligne,un ecran tactile,C,100,20,Il s'agit d'une communaute en ligne.,"innovation,glossaire"
inn-0017,Innovation & IA,innovation-ia,challenge,"Dans le monde numerique, que designe un taux de disponibilite ?",Un robot qui traite les demandes courantes des clients,Le composant qui execute les calculs d'un appareil,La proportion de temps pendant laquelle un service fonctionne,Le harcelement d'une personne au moyen des outils numeriques,C,300,30,Un taux de disponibilite : la proportion de temps pendant laquelle un service fonctionne.,"innovation,glossaire"
inn-0018,Innovation & IA,innovation-ia,moyen,Une petite entreprise veut suivre la position d'une livraison en cours. Quelle solution numerique est la plus adaptee ?,Un outil no-code,L'authentification a deux facteurs,La realite augmentee,La geolocalisation via une application,D,200,25,"Pour suivre la position d'une livraison en cours, la geolocalisation via une application est la reponse la plus directe.","innovation,usages"
inn-0019,Innovation & IA,innovation-ia,challenge,"Dans le monde numerique, que designe la bande passante ?",Un systeme satellitaire qui indique une position et guide un deplacement,La quantite de donnees pouvant transiter par une connexion en un temps donne,La mise a jour automatique des memes donnees sur plusieurs appareils,Un code qui distingue un element de tous les autres dans un systeme,B,300,30,La bande passante : la quantite de donnees pouvant transiter par une connexion en un temps donne.,"innovation,glossaire"
inn-0020,Innovation & IA,innovation-ia,challenge,Quel terme correspond a cette definition : L'organisation prevue pour maintenir l'activite malgre un incident ?,un objet connecte,un plan de continuite,la e-reputation,le numerique responsable,B,300,30,Il s'agit d'un plan de continuite.,"innovation,glossaire"
inn-0021,Innovation & IA,innovation-ia,challenge,Qui est a l'origine de cette avancee : les reseaux de neurones convolutifs pour l'image ?,Steve Wozniak,Ada Lovelace,Joseph Weizenbaum,Yann LeCun,D,300,30,Il s'agit de Yann LeCun.,"innovation,histoire"
inn-0022,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe un prompt ?",La consigne que l'on donne a une intelligence artificielle pour obtenir une reponse,Un appareil qui lit automatiquement l'identifiant d'un produit,Le fait de se faire passer pour quelqu'un d'autre,Un batiment qui heberge des serveurs informatiques,A,200,25,Un prompt : la consigne que l'on donne a une intelligence artificielle pour obtenir une reponse.,"innovation,glossaire"
inn-0023,Innovation & IA,innovation-ia,facile,A quoi sert principalement un tableur ?,Creer des diaporamas pour presenter un projet,Organiser des donnees et faire des calculs,Chiffrer la connexion pour proteger les echanges en ligne,Construire un site ou une application sans programmer,B,100,20,Un tableur sert a : organiser des donnees et faire des calculs.,"innovation,outils"
inn-0024,Innovation & IA,innovation-ia,moyen,Dans quel domaine Alexander Fleming a-t-il ou a-t-elle laisse sa marque ?,Internet,La sante,L'energie,L'intelligence artificielle,B,200,25,Alexander Fleming a marque ce domaine : La sante.,"innovation,histoire"
inn-0025,Innovation & IA,innovation-ia,moyen,Quelle est la mission principale d'un administrateur systeme ?,Verifier le bon fonctionnement d'un programme avant sa mise en service,Maintenir les serveurs et les infrastructures informatiques,Exploiter les donnees pour aider a decider,Concevoir et programmer des sites et applications en ligne,B,200,25,Un administrateur systeme : maintenir les serveurs et les infrastructures informatiques.,"innovation,metiers"
inn-0026,Innovation & IA,innovation-ia,moyen,Quelle situation justifie cette bonne pratique : Verifier la demande par un autre canal avant tout paiement ?,Votre boutique en ligne stocke les mots de passe clients en clair,Vous utilisez le meme mot de passe pour tous vos comptes,Un collaborateur telecharge des logiciels piratés sur l'ordinateur de l'entreprise,Un message urgent du dirigeant demande un virement immediat sans verification,D,200,25,Cette pratique repond au cas suivant : un message urgent du dirigeant demande un virement immediat sans verification.,"innovation,cybersecurite"
inn-0027,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe un logiciel de gestion ?",Le controle par une personne des decisions proposees par une machine,"Un outil qui aide a suivre les stocks, les ventes ou la comptabilite",Un site qui met en relation de nombreux vendeurs et acheteurs,Une copie de securite des donnees permettant des restaurer,B,100,20,"Un logiciel de gestion : un outil qui aide a suivre les stocks, les ventes ou la comptabilite.","innovation,glossaire"
inn-0028,Innovation & IA,innovation-ia,moyen,A quelle categorie d'outils appartient un outil no-code ?,La communication,L'organisation,La creation,La gestion,C,200,25,Un outil no-code appartient a cette categorie : la creation.,"innovation,outils"
inn-0029,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe la double authentification ?",Un appareil qui transforme un document papier en fichier numerique,Un cours en ligne ouvert et accessible a un grand nombre de participants,Une technologie qui plonge l'utilisateur dans un environnement entierement simule,Une securite exigeant deux preuves d'identite differentes,D,200,25,La double authentification : une securite exigeant deux preuves d'identite differentes.,"innovation,glossaire"
inn-0030,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Le traitement automatique de tache repetitives comme la saisie ou les relances ?,un ecosysteme numerique,un espace disque,la traduction automatique,l'automatisation des taches administratives,D,200,25,Il s'agit de l'automatisation des taches administratives.,"innovation,glossaire"
inn-0031,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe une hallucination d'IA ?",Un composant qui mesure une grandeur physique et la transmet,Une reponse inventee par l'IA mais presentee comme vraie,Un service qui trouve des pages web a partir de mots-cles,Le retour d'une somme au client via un canal numerique,B,200,25,Une hallucination d'IA : une reponse inventee par l'ia mais presentee comme vraie.,"innovation,glossaire"
inn-0032,Innovation & IA,innovation-ia,challenge,Pour quelle contribution Jack Kilby est-il ou est-elle connu(e) ?,la telegraphie sans fil,la premiere automobile a moteur a essence,le circuit integre,"ELIZA, l'un des premiers agents conversationnels",C,300,30,Jack Kilby est associe(e) a le circuit integre.,"innovation,histoire"
inn-0033,Innovation & IA,innovation-ia,moyen,Une petite entreprise veut accepter des paiements depuis l'etranger. Quelle solution numerique est la plus adaptee ?,Une newsletter ou une liste de diffusion,Un systeme de detection automatique de fraude,Une solution de paiement en ligne,Un code QR imprime sur l'etiquette,C,200,25,"Pour accepter des paiements depuis l'etranger, une solution de paiement en ligne est la reponse la plus directe.","innovation,usages"
inn-0034,Innovation & IA,innovation-ia,moyen,Quel est le principal inconvenient d'une dependance totale a internet ?,La securite devient parfaite,Les couts deviennent nuls,L'activite s'arrete en cas de coupure de connexion,Les clients disparaissent,C,200,25,Il faut prevoir un mode degrade.,"innovation,comprehension"
inn-0035,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe une carte SIM ?",La mise a jour automatique des memes donnees sur plusieurs appareils,L'appareil qui permet d'encaisser un paiement par carte,La puce qui identifie un abonne sur un reseau mobile,Un appareil qui lit automatiquement l'identifiant d'un produit,C,100,20,Une carte SIM : la puce qui identifie un abonne sur un reseau mobile.,"innovation,glossaire"
inn-0036,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe la fibre optique ?",La part de l'audience qui reagit a un contenu,Un format de document qui conserve la mise en page a l'identique,Une technologie de cable permettant des debits internet tres eleves,Un paiement recurrent qui donne acces a un service,C,200,25,La fibre optique : une technologie de cable permettant des debits internet tres eleves.,"innovation,glossaire"
inn-0037,Innovation & IA,innovation-ia,challenge,Qui est a l'origine de cette avancee : les premiers travaux sur les compilateurs ?,Joseph Weizenbaum,Grace Hopper,Yann LeCun,Johannes Gutenberg,B,300,30,Il s'agit de Grace Hopper.,"innovation,histoire"
inn-0038,Innovation & IA,innovation-ia,challenge,Une petite entreprise veut reduire la consommation d'electricite d'un atelier. Quelle solution numerique est la plus adaptee ?,Une imprimante 3D,La biometrie,La verification des sources,Des compteurs connectes et un suivi des consommations,D,300,30,"Pour reduire la consommation d'electricite d'un atelier, des compteurs connectes et un suivi des consommations est la reponse la plus directe.","innovation,usages"
inn-0039,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe un code QR ?","Un carre imprime qui, une fois scanne, ouvre un lien ou une information",Une observation de personnes reelles utilisant le produit,Un batiment qui heberge des serveurs informatiques,L'usage de l'intelligence artificielle dans le respect des personnes et de la loi,A,100,20,"Un code QR : un carre imprime qui, une fois scanne, ouvre un lien ou une information.","innovation,glossaire"
inn-0040,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe un terminal de paiement ?",La conception de services utilisables aussi par les personnes en situation de handicap,Une suite secrete de caracteres qui protege l'acces a un compte,Une distorsion des resultats reproduisant des prejuges presents dans les donnees,L'appareil qui permet d'encaisser un paiement par carte,D,200,25,Un terminal de paiement : l'appareil qui permet d'encaisser un paiement par carte.,"innovation,glossaire"
inn-0041,Innovation & IA,innovation-ia,challenge,"Dans le monde numerique, que designe le pilotage par la donnee ?","Un service utilisable directement depuis un navigateur, sans installation",La prise de decisions fondee sur des chiffres mesures plutot que sur l'intuition,Une technologie qui plonge l'utilisateur dans un environnement entierement simule,L'espace qui rassemble les produits selectionnes avant le paiement,B,300,30,Le pilotage par la donnee : la prise de decisions fondee sur des chiffres mesures plutot que sur l'intuition.,"innovation,glossaire"
inn-0042,Innovation & IA,innovation-ia,facile,Quelle est l'activite principale de MTN MoMo ?,Le transfert d'argent par telephone,La formation et le placement de developpeurs,La vente en ligne de produits varies,Le paiement et le transfert par telephone,D,100,20,MTN MoMo : le paiement et le transfert par telephone (le Cameroun).,"innovation,afrique"
inn-0043,Innovation & IA,innovation-ia,facile,A quelle categorie d'outils appartient un outil de creation graphique en ligne ?,La securite,La formation,La creation,La numerisation,C,100,20,Un outil de creation graphique en ligne appartient a cette categorie : la creation.,"innovation,outils"
inn-0044,Innovation & IA,innovation-ia,facile,Quel est le principal atout demographique de l'Afrique pour le numerique ?,Une population sans telephone,Une population tres reduite,Une population majoritairement agee,Une population tres jeune et connectee,D,100,20,La jeunesse africaine est un moteur d'adoption.,"innovation,afrique"
inn-0045,Innovation & IA,innovation-ia,moyen,Quel professionnel du numerique a pour mission de : Verifier le bon fonctionnement d'un programme avant sa mise en service ?,un testeur logiciel,un pilote de drone professionnel,un redacteur web,un formateur numerique,A,200,25,Il s'agit d'un testeur logiciel.,"innovation,metiers"
inn-0046,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : L'identification d'une personne par une caracteristique physique unique ?,un rancongiciel,la biometrie,la vie privee numerique,un commentaire,B,200,25,Il s'agit de la biometrie.,"innovation,glossaire"
inn-0047,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : La reduction de la taille d'un fichier pour l'envoyer plus facilement ?,un abonne,la supervision humaine,la compression de fichier,un drone,C,200,25,Il s'agit de la compression de fichier.,"innovation,glossaire"
inn-0048,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe un chatbot ?",Un programme qui dialogue automatiquement avec les utilisateurs,Le numero qui identifie un appareil connecte a un reseau,Le plan des evolutions prevues pour un service numerique,La possibilite d'utiliser un service sans connexion internet,A,100,20,Un chatbot : un programme qui dialogue automatiquement avec les utilisateurs.,"innovation,glossaire"
inn-0049,Innovation & IA,innovation-ia,facile,A quelle categorie d'outils appartient un outil de traduction en ligne ?,La gestion,L'organisation,L'intelligence artificielle,La numerisation,C,100,20,Un outil de traduction en ligne appartient a cette categorie : l'intelligence artificielle.,"innovation,outils"
inn-0050,Innovation & IA,innovation-ia,moyen,Quel outil numerique permet de : Suivre l'avancement du travail d'une equipe ?,un espace de stockage en ligne,un scanner de documents sur telephone,un outil de gestion de taches,un gestionnaire de mots de passe,C,200,25,Il s'agit d'un outil de gestion de taches.,"innovation,outils"
inn-0051,Innovation & IA,innovation-ia,facile,Quel outil numerique permet de : Envoyer et recevoir des courriers numeriques ?,un logiciel de facturation,un outil de gestion de stock,une messagerie electronique,un agenda partage,C,100,20,Il s'agit d'une messagerie electronique.,"innovation,outils"
inn-0052,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Un service commande et obtenu immediatement via une application ?,un tutoriel,une notification push,un service a la demande,un moderateur,C,200,25,Il s'agit d'un service a la demande.,"innovation,glossaire"
inn-0053,Innovation & IA,innovation-ia,facile,Quel outil numerique permet de : Conserver et partager des fichiers accessibles partout ?,un espace de stockage en ligne,un outil de gestion de taches,une messagerie electronique,un logiciel de comptabilite,A,100,20,Il s'agit d'un espace de stockage en ligne.,"innovation,outils"
inn-0054,Innovation & IA,innovation-ia,moyen,Quel outil numerique permet de : Enregistrer les operations financieres de l'entreprise ?,un antivirus,un VPN,un logiciel de comptabilite,un outil no-code,C,200,25,Il s'agit d'un logiciel de comptabilite.,"innovation,outils"
inn-0055,Innovation & IA,innovation-ia,moyen,A quel besoin repond principalement cette solution : Un logiciel de gestion de stock avec code-barres ?,Identifier un client sans carte grace a son empreinte,Eviter de perdre du temps a compter le stock a la main,Vendre a des clients situes dans une autre ville,Eviter que la caisse ne soit fausse en fin de journee,B,200,25,Un logiciel de gestion de stock avec code-barres sert notamment a eviter de perdre du temps a compter le stock a la main.,"innovation,usages"
inn-0056,Innovation & IA,innovation-ia,moyen,Pourquoi dit-on que la qualite des donnees determine la qualite d'une IA ?,Parce que les donnees sont toujours parfaites,Parce que l'IA choisit ses donnees seule,Parce qu'un modele entraine sur des donnees biaisees ou fausses produira des resultats biaises ou faux,Parce que les donnees coutent cher,C,200,25,Des donnees de mauvaise qualite donnent de mauvais resultats.,"innovation,comprehension"
inn-0057,Innovation & IA,innovation-ia,facile,Quelle situation justifie cette bonne pratique : Ne jamais communiquer son code et supprimer le message ?,Un employe part de l'entreprise en gardant ses acces informatiques,Un site vous demande de payer sans afficher aucune mention legale,Vous n'avez aucune copie de votre fichier client,Vous recevez un SMS annoncant que vous avez gagne un prix et demandant votre code secret,D,100,20,Cette pratique repond au cas suivant : vous recevez un SMS annoncant que vous avez gagne un prix et demandant votre code secret.,"innovation,cybersecurite"
inn-0058,Innovation & IA,innovation-ia,facile,Quelle situation justifie cette bonne pratique : Installer les mises a jour de securite sans tarder ?,Un e-mail imite votre banque et demande de confirmer votre mot de passe,Votre logiciel affiche depuis des mois un message de mise a jour,Vous vous connectez au wifi public d'un hotel pour consulter vos comptes,Un message urgent du dirigeant demande un virement immediat sans verification,B,100,20,Cette pratique repond au cas suivant : votre logiciel affiche depuis des mois un message de mise a jour.,"innovation,cybersecurite"
inn-0059,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe une faille de securite ?",Une suite secrete de caracteres qui protege l'acces a un compte,La creation d'applications sans ecrire de code informatique,Une faiblesse d'un systeme qui peut etre exploitee par un attaquant,Un programme installe sur un telephone pour rendre un service,C,200,25,Une faille de securite : une faiblesse d'un systeme qui peut etre exploitee par un attaquant.,"innovation,glossaire"
inn-0060,Innovation & IA,innovation-ia,moyen,Un employe utilise une IA pour rediger des e-mails clients. Quelle regle poser ?,Interdire toute relecture,Verifier le contenu et ne jamais y saisir d'informations confidentielles sensibles,Y saisir tous les mots de passe de l'entreprise,Envoyer sans relire,B,200,25,Verification et confidentialite sont les deux regles cles.,"innovation,mise-en-situation"
inn-0061,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Un batiment qui heberge des serveurs informatiques ?,un abonnement mensuel,un terminal de paiement,le no-code,un centre de donnees,D,200,25,Il s'agit d'un centre de donnees.,"innovation,glossaire"
inn-0062,Innovation & IA,innovation-ia,challenge,"Dans le monde numerique, que designe la redondance ?",La reduction de la taille d'un fichier pour l'envoyer plus facilement,Un groupe de personnes reunies autour d'un interet commun sur internet,Une tentative de vol d'informations en se faisant passer pour un organisme de confiance,Le fait de dupliquer un equipement ou une donnee pour eviter une interruption,D,300,30,La redondance : le fait de dupliquer un equipement ou une donnee pour eviter une interruption.,"innovation,glossaire"
inn-0063,Innovation & IA,innovation-ia,facile,Que faut-il faire dans cette situation : vous n'avez aucune copie de votre fichier client ?,Refuser de communiquer le code et raccrocher,Ne jamais communiquer son code et supprimer le message,Installer les mises a jour de securite sans tarder,Mettre en place une sauvegarde reguliere et automatique,D,100,20,Bonne pratique : mettre en place une sauvegarde reguliere et automatique.,"innovation,cybersecurite"
inn-0064,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Un contenu video ou audio truque de facon realiste par intelligence artificielle ?,un modele de langage,la reconnaissance vocale,un plan de continuite,le deepfake,D,200,25,Il s'agit du deepfake.,"innovation,glossaire"
inn-0065,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : La creation d'applications sans ecrire de code informatique ?,le traitement du langage naturel,un systeme d'exploitation,le no-code,une donnee,C,200,25,Il s'agit du no-code.,"innovation,glossaire"
inn-0066,Innovation & IA,innovation-ia,facile,Quelle est la mission principale d'un formateur numerique ?,Creer des applications destinees aux telephones,Former les equipes a l'usage des outils digitaux,Assister les utilisateurs a distance,Proteger les systemes et les donnees contre les attaques,B,100,20,Un formateur numerique : former les equipes a l'usage des outils digitaux.,"innovation,metiers"
inn-0067,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe le teletravail ?",Le fait de travailler a distance grace aux outils numeriques,L'usage de donnees et de capteurs pour optimiser les cultures,Une approche qui limite les effets negatifs sociaux et ecologiques du numerique,Le delai entre la demande d'un utilisateur et la reponse recue,A,100,20,Le teletravail : le fait de travailler a distance grace aux outils numeriques.,"innovation,glossaire"
inn-0068,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe le cyberharcelement ?",L'assistance apportee aux utilisateurs en cas de probleme,L'ensemble des techniques qui ameliorent la visibilite d'un site dans les recherches,Le harcelement d'une personne au moyen des outils numeriques,La puce qui identifie un abonne sur un reseau mobile,C,100,20,Le cyberharcelement : le harcelement d'une personne au moyen des outils numeriques.,"innovation,glossaire"
inn-0069,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe un site frauduleux ?",Un site imitant un service legitime pour tromper les visiteurs,Un service en ligne qui met en relation plusieurs types d'utilisateurs,La liste des pages consultees par un utilisateur,L'appareil qui distribue la connexion internet dans un local,A,200,25,Un site frauduleux : un site imitant un service legitime pour tromper les visiteurs.,"innovation,glossaire"
inn-0070,Innovation & IA,innovation-ia,challenge,Quelle est la mission principale d'un product owner ?,Concevoir et programmer des sites et applications en ligne,Concevoir et reparer des circuits et appareils electroniques,Creer les visuels et l'identite graphique,Definir les priorites d'un produit numerique au nom des utilisateurs,D,300,30,Un product owner : definir les priorites d'un produit numerique au nom des utilisateurs.,"innovation,metiers"
inn-0071,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe un paiement fractionne ?",Un reglement reparti en plusieurs echeances,Une faiblesse d'un systeme qui peut etre exploitee par un attaquant,Une technologie de connexion a internet sans fil sur une courte distance,Une amelioration progressive d'un produit ou service existant,A,200,25,Un paiement fractionne : un reglement reparti en plusieurs echeances.,"innovation,glossaire"
inn-0072,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : Une personne dont l'audience en ligne peut orienter les choix d'achat ?,un influenceur numerique,l'IA generative,l'apprentissage automatique,le cloud,A,100,20,Il s'agit d'un influenceur numerique.,"innovation,glossaire"
inn-0073,Innovation & IA,innovation-ia,moyen,Une entreprise veut lancer une application mobile. Quelle question poser en premier ?,Les clients ont-ils vraiment besoin d'une application plutot que d'un site simple ?,Quelle couleur choisir pour l'icone ?,Combien de developpeurs recruter ?,Quel nom de serveur utiliser ?,A,200,25,Le besoin reel precede le choix technique.,"innovation,mise-en-situation"
inn-0074,Innovation & IA,innovation-ia,facile,Quelle est l'activite principale de Jumia ?,L'intelligence artificielle appliquee aux entreprises,La vente en ligne de produits varies,Le paiement et le transfert par telephone,Le developpement de jeux video,B,100,20,Jumia : la vente en ligne de produits varies (le Nigeria).,"innovation,afrique"
inn-0075,Innovation & IA,innovation-ia,moyen,Quel professionnel du numerique a pour mission de : Realiser des prises de vue ou des mesures aeriennes ?,un testeur logiciel,un technicien de maintenance informatique,un consultant en transformation digitale,un pilote de drone professionnel,D,200,25,Il s'agit d'un pilote de drone professionnel.,"innovation,metiers"
inn-0076,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Un cours en ligne ouvert et accessible a un grand nombre de participants ?,la classification automatique,un MOOC,un lecteur de code-barres,la numerisation,B,200,25,Il s'agit d'un MOOC.,"innovation,glossaire"
inn-0077,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : La formation a distance via des supports numeriques ?,un abandon de panier,un profil en ligne,l'e-learning,un nom de domaine,C,100,20,Il s'agit de l'e-learning.,"innovation,glossaire"
inn-0078,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : Un systeme satellitaire qui indique une position et guide un deplacement ?,l'authentification a deux facteurs,une communaute en ligne,une arnaque en ligne,le GPS,D,100,20,Il s'agit du GPS.,"innovation,glossaire"
inn-0079,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : Une suite d'instructions permettant de resoudre un probleme ou d'accomplir une tache ?,un algorithme,un forfait de donnees,un test de charge,un hackathon,A,100,20,Il s'agit d'un algorithme.,"innovation,glossaire"
inn-0080,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : La determination de la position geographique d'un appareil ?,un test utilisateur,la geolocalisation,un ordinateur portable,la verification des sources,B,100,20,Il s'agit de la geolocalisation.,"innovation,glossaire"
inn-0081,Innovation & IA,innovation-ia,challenge,Quelle est l'activite principale de Will and Brothers ?,La conception de drones civils,La formation et le placement de developpeurs,Le transport a la demande et la livraison,Les paiements marchands et le mobile money,A,300,30,Will and Brothers : la conception de drones civils (le Cameroun).,"innovation,afrique"
inn-0082,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe un MOOC ?",Une distorsion des resultats reproduisant des prejuges presents dans les donnees,La formation a distance via des supports numeriques,Un contenu qui explique pas a pas comment realiser une tache,Un cours en ligne ouvert et accessible a un grand nombre de participants,D,200,25,Un MOOC : un cours en ligne ouvert et accessible a un grand nombre de participants.,"innovation,glossaire"
inn-0083,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe un lecteur de code-barres ?",Un appareil qui lit automatiquement l'identifiant d'un produit,La proportion de temps pendant laquelle un service fonctionne,Un titre qui protege une invention technique pendant une duree limitee,Un element cliquable qui renvoie vers une autre page ou ressource,A,200,25,Un lecteur de code-barres : un appareil qui lit automatiquement l'identifiant d'un produit.,"innovation,glossaire"
inn-0084,Innovation & IA,innovation-ia,moyen,A quoi sert principalement un outil de gestion de taches ?,Enregistrer les ventes et editer les tickets,Rediger et mettre en forme des documents,Suivre l'avancement du travail d'une equipe,Diffuser des cours accessibles a distance,C,200,25,Un outil de gestion de taches sert a : suivre l'avancement du travail d'une equipe.,"innovation,outils"
inn-0085,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : L'ensemble des acteurs qui font vivre l'innovation d'un territoire ?,un PDF,une notification push,un ecosysteme numerique,un portefeuille electronique,C,200,25,Il s'agit d'un ecosysteme numerique.,"innovation,glossaire"
